------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:26:45 (uptime: 0d, 00h 01m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
capture.afpacket.poll_timeout                 | Total                     | 24258
capture.afpacket.poll_data                    | Total                     | 1310
decoder.pkts                                  | Total                     | 1337
decoder.bytes                                 | Total                     | 73896
decoder.ipv4                                  | Total                     | 1250
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1337
decoder.arp                                   | Total                     | 84
decoder.tcp                                   | Total                     | 1249
tcp.syn                                       | Total                     | 624
tcp.rst                                       | Total                     | 622
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 64
flow.total                                    | Total                     | 628
flow.active                                   | Total                     | 64
flow.tcp                                      | Total                     | 625
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 560
flow.wrk.flows_evicted_pkt_inject             | Total                     | 560
flow.wrk.flows_evicted                        | Total                     | 8
flow.wrk.flows_injected                       | Total                     | 560
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 624
tcp.ssn_from_cache                            | Total                     | 522
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 559
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 559
flow.mgr.full_hash_pass                       | Total                     | 62
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 1271
flow.mgr.flows_notimeout                      | Total                     | 711
flow.mgr.flows_timeout                        | Total                     | 560
flow.mgr.flows_evicted                        | Total                     | 560
flow.mgr.flows_evicted_needs_work             | Total                     | 556
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:52:40 (uptime: 0d, 00h 11m 35s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1348
capture.afpacket.polls                        | Total                     | 25813
capture.afpacket.poll_timeout                 | Total                     | 24491
capture.afpacket.poll_data                    | Total                     | 1322
decoder.pkts                                  | Total                     | 1349
decoder.bytes                                 | Total                     | 74568
decoder.ipv4                                  | Total                     | 1262
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1349
decoder.arp                                   | Total                     | 84
decoder.tcp                                   | Total                     | 1261
tcp.syn                                       | Total                     | 630
tcp.rst                                       | Total                     | 628
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 64
flow.total                                    | Total                     | 634
flow.active                                   | Total                     | 64
flow.tcp                                      | Total                     | 631
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 566
flow.wrk.flows_evicted_pkt_inject             | Total                     | 566
flow.wrk.flows_evicted                        | Total                     | 8
flow.wrk.flows_injected                       | Total                     | 566
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 630
tcp.ssn_from_cache                            | Total                     | 528
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 565
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 565
flow.mgr.full_hash_pass                       | Total                     | 63
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 1292
flow.mgr.flows_notimeout                      | Total                     | 722
flow.mgr.flows_timeout                        | Total                     | 570
flow.mgr.flows_evicted                        | Total                     | 570
flow.mgr.flows_evicted_needs_work             | Total                     | 566
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:52:48 (uptime: 0d, 00h 11m 43s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1370
capture.afpacket.polls                        | Total                     | 26183
capture.afpacket.poll_timeout                 | Total                     | 24840
capture.afpacket.poll_data                    | Total                     | 1343
decoder.pkts                                  | Total                     | 1371
decoder.bytes                                 | Total                     | 75744
decoder.ipv4                                  | Total                     | 1280
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1371
decoder.arp                                   | Total                     | 88
decoder.tcp                                   | Total                     | 1279
tcp.syn                                       | Total                     | 639
tcp.rst                                       | Total                     | 637
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 67
flow.total                                    | Total                     | 643
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 640
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 572
flow.wrk.flows_evicted_pkt_inject             | Total                     | 572
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 572
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 639
tcp.ssn_from_cache                            | Total                     | 537
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 571
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 571
flow.mgr.full_hash_pass                       | Total                     | 63
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 1307
flow.mgr.flows_notimeout                      | Total                     | 731
flow.mgr.flows_timeout                        | Total                     | 576
flow.mgr.flows_evicted                        | Total                     | 576
flow.mgr.flows_evicted_needs_work             | Total                     | 572
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:52:56 (uptime: 0d, 00h 11m 51s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1388
capture.afpacket.polls                        | Total                     | 26551
capture.afpacket.poll_timeout                 | Total                     | 25190
capture.afpacket.poll_data                    | Total                     | 1361
decoder.pkts                                  | Total                     | 1389
decoder.bytes                                 | Total                     | 76752
decoder.ipv4                                  | Total                     | 1298
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1389
decoder.arp                                   | Total                     | 88
decoder.tcp                                   | Total                     | 1297
tcp.syn                                       | Total                     | 648
tcp.rst                                       | Total                     | 646
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 66
flow.total                                    | Total                     | 652
flow.active                                   | Total                     | 66
flow.tcp                                      | Total                     | 649
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 582
flow.wrk.flows_evicted_pkt_inject             | Total                     | 582
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 582
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 648
tcp.ssn_from_cache                            | Total                     | 546
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 581
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 581
flow.mgr.full_hash_pass                       | Total                     | 64
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 1322
flow.mgr.flows_notimeout                      | Total                     | 738
flow.mgr.flows_timeout                        | Total                     | 584
flow.mgr.flows_evicted                        | Total                     | 584
flow.mgr.flows_evicted_needs_work             | Total                     | 580
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:53:04 (uptime: 0d, 00h 11m 59s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1400
capture.afpacket.polls                        | Total                     | 26800
capture.afpacket.poll_timeout                 | Total                     | 25426
capture.afpacket.poll_data                    | Total                     | 1374
decoder.pkts                                  | Total                     | 1402
decoder.bytes                                 | Total                     | 77478
decoder.ipv4                                  | Total                     | 1311
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1402
decoder.arp                                   | Total                     | 88
decoder.tcp                                   | Total                     | 1310
tcp.syn                                       | Total                     | 654
tcp.rst                                       | Total                     | 653
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 66
flow.total                                    | Total                     | 658
flow.active                                   | Total                     | 66
flow.tcp                                      | Total                     | 655
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 588
flow.wrk.flows_evicted_pkt_inject             | Total                     | 588
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 588
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 654
tcp.ssn_from_cache                            | Total                     | 552
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 587
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 587
flow.mgr.full_hash_pass                       | Total                     | 65
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 1340
flow.mgr.flows_notimeout                      | Total                     | 748
flow.mgr.flows_timeout                        | Total                     | 592
flow.mgr.flows_evicted                        | Total                     | 592
flow.mgr.flows_evicted_needs_work             | Total                     | 588
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:53:12 (uptime: 0d, 00h 12m 07s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1422
capture.afpacket.polls                        | Total                     | 27169
capture.afpacket.poll_timeout                 | Total                     | 25774
capture.afpacket.poll_data                    | Total                     | 1395
decoder.pkts                                  | Total                     | 1424
decoder.bytes                                 | Total                     | 78654
decoder.ipv4                                  | Total                     | 1329
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1424
decoder.arp                                   | Total                     | 92
decoder.tcp                                   | Total                     | 1328
tcp.syn                                       | Total                     | 663
tcp.rst                                       | Total                     | 662
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 64
flow.total                                    | Total                     | 667
flow.active                                   | Total                     | 64
flow.tcp                                      | Total                     | 664
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 599
flow.wrk.flows_evicted_pkt_inject             | Total                     | 599
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 599
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 663
tcp.ssn_from_cache                            | Total                     | 561
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 598
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 598
flow.mgr.full_hash_pass                       | Total                     | 66
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1361
flow.mgr.flows_notimeout                      | Total                     | 758
flow.mgr.flows_timeout                        | Total                     | 603
flow.mgr.flows_evicted                        | Total                     | 603
flow.mgr.flows_evicted_needs_work             | Total                     | 599
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:53:20 (uptime: 0d, 00h 12m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1440
capture.afpacket.polls                        | Total                     | 27536
capture.afpacket.poll_timeout                 | Total                     | 26123
capture.afpacket.poll_data                    | Total                     | 1413
decoder.pkts                                  | Total                     | 1442
decoder.bytes                                 | Total                     | 79662
decoder.ipv4                                  | Total                     | 1347
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1442
decoder.arp                                   | Total                     | 92
decoder.tcp                                   | Total                     | 1346
tcp.syn                                       | Total                     | 672
tcp.rst                                       | Total                     | 671
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 65
flow.total                                    | Total                     | 676
flow.active                                   | Total                     | 65
flow.tcp                                      | Total                     | 673
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 607
flow.wrk.flows_evicted_pkt_inject             | Total                     | 607
flow.wrk.flows_evicted                        | Total                     | 10
flow.wrk.flows_injected                       | Total                     | 607
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 672
tcp.ssn_from_cache                            | Total                     | 570
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 606
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 606
flow.mgr.full_hash_pass                       | Total                     | 66
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1370
flow.mgr.flows_notimeout                      | Total                     | 763
flow.mgr.flows_timeout                        | Total                     | 607
flow.mgr.flows_evicted                        | Total                     | 607
flow.mgr.flows_evicted_needs_work             | Total                     | 603
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:53:28 (uptime: 0d, 00h 12m 23s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1452
capture.afpacket.polls                        | Total                     | 27782
capture.afpacket.poll_timeout                 | Total                     | 26358
capture.afpacket.poll_data                    | Total                     | 1424
decoder.pkts                                  | Total                     | 1453
decoder.bytes                                 | Total                     | 80280
decoder.ipv4                                  | Total                     | 1358
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1453
decoder.arp                                   | Total                     | 92
decoder.tcp                                   | Total                     | 1357
tcp.syn                                       | Total                     | 678
tcp.rst                                       | Total                     | 676
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 67
flow.total                                    | Total                     | 682
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 679
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 611
flow.wrk.flows_evicted_pkt_inject             | Total                     | 611
flow.wrk.flows_evicted                        | Total                     | 10
flow.wrk.flows_injected                       | Total                     | 611
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 678
tcp.ssn_from_cache                            | Total                     | 576
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 610
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 610
flow.mgr.full_hash_pass                       | Total                     | 67
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1389
flow.mgr.flows_notimeout                      | Total                     | 774
flow.mgr.flows_timeout                        | Total                     | 615
flow.mgr.flows_evicted                        | Total                     | 615
flow.mgr.flows_evicted_needs_work             | Total                     | 611
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:53:36 (uptime: 0d, 00h 12m 31s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1473
capture.afpacket.polls                        | Total                     | 28154
capture.afpacket.poll_timeout                 | Total                     | 26708
capture.afpacket.poll_data                    | Total                     | 1446
decoder.pkts                                  | Total                     | 1476
decoder.bytes                                 | Total                     | 81510
decoder.ipv4                                  | Total                     | 1377
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1476
decoder.arp                                   | Total                     | 96
decoder.tcp                                   | Total                     | 1376
tcp.syn                                       | Total                     | 687
tcp.rst                                       | Total                     | 686
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 64
flow.total                                    | Total                     | 691
flow.active                                   | Total                     | 64
flow.tcp                                      | Total                     | 688
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 623
flow.wrk.flows_evicted_pkt_inject             | Total                     | 623
flow.wrk.flows_evicted                        | Total                     | 10
flow.wrk.flows_injected                       | Total                     | 623
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 687
tcp.ssn_from_cache                            | Total                     | 585
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 622
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 622
flow.mgr.full_hash_pass                       | Total                     | 68
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9604
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1410
flow.mgr.flows_notimeout                      | Total                     | 783
flow.mgr.flows_timeout                        | Total                     | 627
flow.mgr.flows_evicted                        | Total                     | 627
flow.mgr.flows_evicted_needs_work             | Total                     | 623
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:53:44 (uptime: 0d, 00h 12m 39s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1492
capture.afpacket.polls                        | Total                     | 28521
capture.afpacket.poll_timeout                 | Total                     | 27058
capture.afpacket.poll_data                    | Total                     | 1463
decoder.pkts                                  | Total                     | 1493
decoder.bytes                                 | Total                     | 82464
decoder.ipv4                                  | Total                     | 1394
decoder.ipv6                                  | Total                     | 3
decoder.ethernet                              | Total                     | 1493
decoder.arp                                   | Total                     | 96
decoder.tcp                                   | Total                     | 1393
tcp.syn                                       | Total                     | 696
tcp.rst                                       | Total                     | 694
decoder.udp                                   | Total                     | 2
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 107
tcp.active_sessions                           | Total                     | 65
flow.total                                    | Total                     | 700
flow.active                                   | Total                     | 65
flow.tcp                                      | Total                     | 697
flow.udp                                      | Total                     | 2
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 631
flow.wrk.flows_evicted_pkt_inject             | Total                     | 631
flow.wrk.flows_evicted                        | Total                     | 11
flow.wrk.flows_injected                       | Total                     | 631
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 696
tcp.ssn_from_cache                            | Total                     | 594
tcp.ssn_from_pool                             | Total                     | 102
app_layer.flow.failed_udp                     | Total                     | 2
flow.end.state.new                            | Total                     | 5
flow.end.state.closed                         | Total                     | 630
