------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:26:45 (uptime: 0d, 00h 01m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:33:58 (uptime: 0d, 00h 08m 34s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 942
capture.afpacket.polls                        | Total                     | 17949
capture.afpacket.poll_timeout                 | Total                     | 17030
capture.afpacket.poll_data                    | Total                     | 919
decoder.pkts                                  | Total                     | 942
decoder.bytes                                 | Total                     | 52426
decoder.ipv4                                  | Total                     | 878
decoder.ethernet                              | Total                     | 942
decoder.arp                                   | Total                     | 64
decoder.tcp                                   | Total                     | 876
tcp.syn                                       | Total                     | 438
tcp.rst                                       | Total                     | 438
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 64
flow.total                                    | Total                     | 439
flow.active                                   | Total                     | 65
flow.tcp                                      | Total                     | 438
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 374
flow.wrk.flows_evicted_pkt_inject             | Total                     | 374
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 374
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 438
tcp.ssn_from_cache                            | Total                     | 344
tcp.ssn_from_pool                             | Total                     | 94
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 374
flow.end.tcp_state.closed                     | Total                     | 374
flow.mgr.full_hash_pass                       | Total                     | 43
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 871
flow.mgr.flows_notimeout                      | Total                     | 497
flow.mgr.flows_timeout                        | Total                     | 374
flow.mgr.flows_evicted                        | Total                     | 374
flow.mgr.flows_evicted_needs_work             | Total                     | 374
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:34:06 (uptime: 0d, 00h 08m 42s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 960
capture.afpacket.polls                        | Total                     | 18316
capture.afpacket.poll_timeout                 | Total                     | 17379
capture.afpacket.poll_data                    | Total                     | 937
decoder.pkts                                  | Total                     | 960
decoder.bytes                                 | Total                     | 53434
decoder.ipv4                                  | Total                     | 896
decoder.ethernet                              | Total                     | 960
decoder.arp                                   | Total                     | 64
decoder.tcp                                   | Total                     | 894
tcp.syn                                       | Total                     | 447
tcp.rst                                       | Total                     | 447
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 66
flow.total                                    | Total                     | 448
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 447
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 381
flow.wrk.flows_evicted_pkt_inject             | Total                     | 381
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 381
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 447
tcp.ssn_from_cache                            | Total                     | 353
tcp.ssn_from_pool                             | Total                     | 94
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 381
flow.end.tcp_state.closed                     | Total                     | 381
flow.mgr.full_hash_pass                       | Total                     | 44
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 888
flow.mgr.flows_notimeout                      | Total                     | 507
flow.mgr.flows_timeout                        | Total                     | 381
flow.mgr.flows_evicted                        | Total                     | 381
flow.mgr.flows_evicted_needs_work             | Total                     | 381
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:34:14 (uptime: 0d, 00h 08m 50s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 982
capture.afpacket.polls                        | Total                     | 18686
capture.afpacket.poll_timeout                 | Total                     | 17728
capture.afpacket.poll_data                    | Total                     | 958
decoder.pkts                                  | Total                     | 982
decoder.bytes                                 | Total                     | 54610
decoder.ipv4                                  | Total                     | 914
decoder.ethernet                              | Total                     | 982
decoder.arp                                   | Total                     | 68
decoder.tcp                                   | Total                     | 912
tcp.syn                                       | Total                     | 456
tcp.rst                                       | Total                     | 456
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 67
flow.total                                    | Total                     | 457
flow.active                                   | Total                     | 68
flow.tcp                                      | Total                     | 456
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 389
flow.wrk.flows_evicted_pkt_inject             | Total                     | 389
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 389
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 456
tcp.ssn_from_cache                            | Total                     | 362
tcp.ssn_from_pool                             | Total                     | 94
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 389
flow.end.tcp_state.closed                     | Total                     | 389
flow.mgr.full_hash_pass                       | Total                     | 45
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 905
flow.mgr.flows_notimeout                      | Total                     | 516
flow.mgr.flows_timeout                        | Total                     | 389
flow.mgr.flows_evicted                        | Total                     | 389
flow.mgr.flows_evicted_needs_work             | Total                     | 389
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:34:22 (uptime: 0d, 00h 08m 58s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 993
capture.afpacket.polls                        | Total                     | 18931
capture.afpacket.poll_timeout                 | Total                     | 17962
capture.afpacket.poll_data                    | Total                     | 969
decoder.pkts                                  | Total                     | 993
decoder.bytes                                 | Total                     | 55228
decoder.ipv4                                  | Total                     | 925
decoder.ethernet                              | Total                     | 993
decoder.arp                                   | Total                     | 68
decoder.tcp                                   | Total                     | 923
tcp.syn                                       | Total                     | 462
tcp.rst                                       | Total                     | 461
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 66
flow.total                                    | Total                     | 463
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 462
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 396
flow.wrk.flows_evicted_pkt_inject             | Total                     | 396
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 396
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 462
tcp.ssn_from_cache                            | Total                     | 368
tcp.ssn_from_pool                             | Total                     | 94
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 396
flow.end.tcp_state.closed                     | Total                     | 396
flow.mgr.full_hash_pass                       | Total                     | 46
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 922
flow.mgr.flows_notimeout                      | Total                     | 526
flow.mgr.flows_timeout                        | Total                     | 396
flow.mgr.flows_evicted                        | Total                     | 396
flow.mgr.flows_evicted_needs_work             | Total                     | 396
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:34:30 (uptime: 0d, 00h 09m 06s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1011
capture.afpacket.polls                        | Total                     | 19299
capture.afpacket.poll_timeout                 | Total                     | 18312
capture.afpacket.poll_data                    | Total                     | 987
decoder.pkts                                  | Total                     | 1011
decoder.bytes                                 | Total                     | 56236
decoder.ipv4                                  | Total                     | 943
decoder.ethernet                              | Total                     | 1011
decoder.arp                                   | Total                     | 68
decoder.tcp                                   | Total                     | 941
tcp.syn                                       | Total                     | 471
tcp.rst                                       | Total                     | 470
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 66
flow.total                                    | Total                     | 472
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 471
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 405
flow.wrk.flows_evicted_pkt_inject             | Total                     | 405
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 405
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 471
tcp.ssn_from_cache                            | Total                     | 377
tcp.ssn_from_pool                             | Total                     | 94
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 405
flow.end.tcp_state.closed                     | Total                     | 405
flow.mgr.full_hash_pass                       | Total                     | 47
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 942
flow.mgr.flows_notimeout                      | Total                     | 537
flow.mgr.flows_timeout                        | Total                     | 405
flow.mgr.flows_evicted                        | Total                     | 405
flow.mgr.flows_evicted_needs_work             | Total                     | 405
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:34:38 (uptime: 0d, 00h 09m 14s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1031
capture.afpacket.polls                        | Total                     | 19667
capture.afpacket.poll_timeout                 | Total                     | 18661
capture.afpacket.poll_data                    | Total                     | 1006
decoder.pkts                                  | Total                     | 1031
decoder.bytes                                 | Total                     | 57328
decoder.ipv4                                  | Total                     | 961
decoder.ethernet                              | Total                     | 1031
decoder.arp                                   | Total                     | 70
decoder.tcp                                   | Total                     | 959
tcp.syn                                       | Total                     | 480
tcp.rst                                       | Total                     | 479
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 65
flow.total                                    | Total                     | 481
flow.active                                   | Total                     | 66
flow.tcp                                      | Total                     | 480
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 415
flow.wrk.flows_evicted_pkt_inject             | Total                     | 415
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 415
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 480
tcp.ssn_from_cache                            | Total                     | 386
tcp.ssn_from_pool                             | Total                     | 94
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 415
flow.end.tcp_state.closed                     | Total                     | 415
flow.mgr.full_hash_pass                       | Total                     | 47
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 952
flow.mgr.flows_notimeout                      | Total                     | 541
flow.mgr.flows_timeout                        | Total                     | 411
flow.mgr.flows_evicted                        | Total                     | 411
flow.mgr.flows_evicted_needs_work             | Total                     | 411
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:34:46 (uptime: 0d, 00h 09m 22s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1044
capture.afpacket.polls                        | Total                     | 19912
capture.afpacket.poll_timeout                 | Total                     | 18893
capture.afpacket.poll_data                    | Total                     | 1019
decoder.pkts                                  | Total                     | 1044
decoder.bytes                                 | Total                     | 58054
decoder.ipv4                                  | Total                     | 974
decoder.ethernet                              | Total                     | 1044
decoder.arp                                   | Total                     | 70
decoder.tcp                                   | Total                     | 972
tcp.syn                                       | Total                     | 486
tcp.rst                                       | Total                     | 486
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 65
flow.total                                    | Total                     | 487
flow.active                                   | Total                     | 66
flow.tcp                                      | Total                     | 486
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 421
flow.wrk.flows_evicted_pkt_inject             | Total                     | 421
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 421
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 486
tcp.ssn_from_cache                            | Total                     | 392
tcp.ssn_from_pool                             | Total                     | 94
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 421
flow.end.tcp_state.closed                     | Total                     | 421
flow.mgr.full_hash_pass                       | Total                     | 48
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 973
flow.mgr.flows_notimeout                      | Total                     | 552
flow.mgr.flows_timeout                        | Total                     | 421
flow.mgr.flows_evicted                        | Total                     | 421
flow.mgr.flows_evicted_needs_work             | Total                     | 421
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:34:54 (uptime: 0d, 00h 09m 30s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1062
capture.afpacket.polls                        | Total                     | 20283
capture.afpacket.poll_timeout                 | Total                     | 19246
capture.afpacket.poll_data                    | Total                     | 1037
decoder.pkts                                  | Total                     | 1062
decoder.bytes                                 | Total                     | 59062
decoder.ipv4                                  | Total                     | 992
decoder.ethernet                              | Total                     | 1062
decoder.arp                                   | Total                     | 70
decoder.tcp                                   | Total                     | 990
tcp.syn                                       | Total                     | 495
tcp.rst                                       | Total                     | 495
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 64
flow.total                                    | Total                     | 496
flow.active                                   | Total                     | 65
flow.tcp                                      | Total                     | 495
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 431
flow.wrk.flows_evicted_pkt_inject             | Total                     | 431
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 431
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 495
tcp.ssn_from_cache                            | Total                     | 399
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 431
flow.end.tcp_state.closed                     | Total                     | 431
flow.mgr.full_hash_pass                       | Total                     | 49
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 994
flow.mgr.flows_notimeout                      | Total                     | 563
flow.mgr.flows_timeout                        | Total                     | 431
flow.mgr.flows_evicted                        | Total                     | 431
flow.mgr.flows_evicted_needs_work             | Total                     | 431
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:35:02 (uptime: 0d, 00h 09m 38s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1083
capture.afpacket.polls                        | Total                     | 20652
capture.afpacket.poll_timeout                 | Total                     | 19595
capture.afpacket.poll_data                    | Total                     | 1057
decoder.pkts                                  | Total                     | 1083
decoder.bytes                                 | Total                     | 60184
decoder.ipv4                                  | Total                     | 1009
decoder.ethernet                              | Total                     | 1083
decoder.arp                                   | Total                     | 74
decoder.tcp                                   | Total                     | 1007
tcp.syn                                       | Total                     | 504
tcp.rst                                       | Total                     | 503
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 67
flow.total                                    | Total                     | 505
flow.active                                   | Total                     | 68
flow.tcp                                      | Total                     | 504
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 437
flow.wrk.flows_evicted_pkt_inject             | Total                     | 437
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 437
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 504
tcp.ssn_from_cache                            | Total                     | 408
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 437
flow.end.tcp_state.closed                     | Total                     | 437
flow.mgr.full_hash_pass                       | Total                     | 50
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 1005
flow.mgr.flows_notimeout                      | Total                     | 568
flow.mgr.flows_timeout                        | Total                     | 437
flow.mgr.flows_evicted                        | Total                     | 437
flow.mgr.flows_evicted_needs_work             | Total                     | 437
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:35:10 (uptime: 0d, 00h 09m 46s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1096
capture.afpacket.polls                        | Total                     | 20897
capture.afpacket.poll_timeout                 | Total                     | 19828
capture.afpacket.poll_data                    | Total                     | 1069
decoder.pkts                                  | Total                     | 1096
decoder.bytes                                 | Total                     | 60910
decoder.ipv4                                  | Total                     | 1022
decoder.ethernet                              | Total                     | 1096
decoder.arp                                   | Total                     | 74
decoder.tcp                                   | Total                     | 1020
tcp.syn                                       | Total                     | 510
tcp.rst                                       | Total                     | 510
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 67
flow.total                                    | Total                     | 511
flow.active                                   | Total                     | 68
flow.tcp                                      | Total                     | 510
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 443
flow.wrk.flows_evicted_pkt_inject             | Total                     | 443
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 443
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 510
tcp.ssn_from_cache                            | Total                     | 414
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
flow.end.state.closed                         | Total                     | 443
flow.end.tcp_state.closed                     | Total                     | 443
flow.mgr.full_hash_pass                       | Total                     | 51
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 1019
flow.mgr.flows_notimeout                      | Total                     | 576
flow.mgr.flows_timeout                        | Total                     | 443
flow.mgr.flows_evicted                        | Total                     | 443
flow.mgr.flows_evicted_needs_work             | Total                     | 443
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:35:18 (uptime: 0d, 00h 09m 54s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1114
capture.afpacket.polls                        | Total                     | 21266
capture.afpacket.poll_timeout                 | Total                     | 20179
capture.afpacket.poll_data                    | Total                     | 1087
decoder.pkts                                  | Total                     | 1114
decoder.bytes                                 | Total                     | 61918
decoder.ipv4                                  | Total                     | 1040
decoder.ethernet                              | Total                     | 1114
decoder.arp                                   | Total                     | 74
decoder.tcp                                   | Total                     | 1038
tcp.syn                                       | Total                     | 519
tcp.rst                                       | Total                     | 519
decoder.udp                                   | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 342
tcp.active_sessions                           | Total                     | 65
flow.total                                    | Total                     | 520
flow.active                                   | Total                     | 66
flow.tcp                                      | Total                     | 519
flow.udp                                      | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 454
flow.wrk.flows_evicted_pkt_inject             | Total                     | 454
flow.wrk.flows_evicted                        | Total                     | 6
flow.wrk.flows_injected                       | Total                     | 454
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 519
tcp.ssn_from_cache                            | Total                     | 423
